model,shock,family,design,treatment,outcome,opp,n_specs,n_p05,n_p10,share_p05,share_p10,median_beta,median_t,median_abs_t,min_p,max_p,modal_sign,sign_consistency,min_treated_firms,min_control_firms,median_nobs,robust_score,robust_candidate
rsz,NATGAS_1990,gas,national,energy_segment,rel_inv,l_margin,6,0,0,0.0,0.0,0.006184918566001462,0.49346136460428214,0.49346136460428214,0.48083991391391634,0.9675565846083463,1.0,1.0,412,2074,43755,1.2467306823021411,False
firm_did,WTI_1983,oil,national,pre_oilgas_share_z,multi_seg,,3,0,0,0.0,0.0,0.0020982547088162634,0.49257025954065564,0.49257025954065564,0.20423774536879535,0.6327635931281572,1.0,1.0,5685,0,52538,1.246285129770328,False
rsz,CA_CARBON_2013,carbon,regional,pre_carbon_any,rel_inv,sgrow,6,0,0,0.0,0.0,0.008291264920634492,0.811758759469245,0.811758759469245,0.3626103248771433,0.9928814988086327,1.0,0.8333333333333334,23,2197,45314,1.239212713067956,False
firm_did,RGGI_2009,carbon,regional,pre_carbon_share_z,nonop_sales_share,,3,0,0,0.0,0.0,-0.0016654032359179778,-1.1416907558167628,1.1416907558167628,0.2282957768416103,0.346731527959776,-1.0,0.6666666666666666,88,260,3789,1.237512044575048,False
rsz,EU_ETS_2005,carbon,national,pre_electric_any,rel_inv,sgrow,6,0,0,0.0,0.0,-0.0033492696315660497,-0.45783318357959324,0.45783318357959324,0.400327032311552,0.8673394416106892,-1.0,1.0,193,2915,59404,1.2289165917897966,False
rsz,WTI_1983,oil,national,pre_energy_any,rel_inv,l_margin,6,0,0,0.0,0.0,-0.00970171073678302,-0.45155926406274705,0.45155926406274705,0.346221147255211,0.8877228969712343,-1.0,1.0,461,2180,54023,1.2257796320313736,False
rsz,OIL_COLLAPSE_1986,oil,national,pre_oilgas_share_z,rel_inv,sgrow,6,0,0,0.0,0.0,-0.0020103152124533626,-0.41957473278076646,0.41957473278076646,0.5287046214453399,0.9072903861762696,-1.0,1.0,2475,0,49444,1.2097873663903833,False
firm_did,OIL_COLLAPSE_1986,oil,national,pre_oilgas_share_z,nonop_sales_share,,3,0,0,0.0,0.0,-0.00015471331743588092,-0.4190208581418986,0.4190208581418986,0.31295994194474575,0.6999821851006787,-1.0,1.0,6270,0,56539,1.2095104290709493,False
firm_did,RGGI_2009,carbon,regional,pre_carbon_high25,multi_seg,,3,0,0,0.0,0.0,0.03206726283935279,0.39630084909854685,0.39630084909854685,0.4285571795627594,0.9294302952029319,1.0,1.0,15,333,3790,1.1981504245492733,False
rsz,RGGI_2009,carbon,regional,pre_electric_any,rel_inv,sgrow,6,0,0,0.0,0.0,-0.009476471795427578,-1.0454648300857838,1.0454648300857838,0.13891033151558374,0.9281463127641734,-1.0,0.6666666666666666,31,2617,52626,1.1893990817095585,False
rsz,EU_ETS_2005,carbon,national,pre_electric_any,rel_inv,l_margin,6,0,0,0.0,0.0,0.004534185492239253,0.37385676798599954,0.37385676798599954,0.6846469274579112,0.8096953231412582,1.0,1.0,193,2915,59404,1.1869283839929998,False
rsz,RGGI_2009,carbon,regional,carbon_segment,rel_inv,l_margin,6,0,0,0.0,0.0,0.0076183482709288,0.35493188742145865,0.35493188742145865,0.5527071068709501,0.8826048175120222,1.0,1.0,110,2597,52626,1.1774659437107293,False
rsz,RGGI_2009,carbon,regional,pre_energy_any,rel_inv,sgrow,6,0,0,0.0,0.0,-0.008664700222176592,-1.0035378172163312,1.0035378172163312,0.15271856239932946,0.9408579900807965,-1.0,0.6666666666666666,34,2614,52626,1.1684355752748323,False
firm_did,FERC636_1992,gas,national,pre_oilgas_any,nonop_sales_share,,3,0,0,0.0,0.0,0.001061564323603615,0.31053381426836074,0.31053381426836074,0.6374033709010449,0.8976953590559607,1.0,1.0,471,6359,65366,1.1552669071341803,False
firm_did,SO2_ALLOWANCE_1995,carbon,national,pre_carbon_high25,hhi,,3,0,0,0.0,0.0,0.0025151464839030485,0.44935678907336535,0.9519509893717394,0.1399587429144309,0.6531758426912435,1.0,0.6666666666666666,1548,6381,70989,1.1426421613525364,False
firm_did,RGGI_2009,carbon,regional,pre_energy_any,nonop_sales_share,,3,0,0,0.0,0.0,-0.00037113321082699995,-0.2767347215595529,0.2767347215595529,0.21043817246766716,0.9842132056478703,-1.0,1.0,5,343,3789,1.1383673607797764,False
firm_did,GAS_SPIKE_2001,gas,national,pre_energy_any,nonop_sales_share,,3,0,0,0.0,0.0,-0.9312676217664186,-0.943246344800687,0.943246344800687,0.3374066252490695,0.9577010988369141,-1.0,0.6666666666666666,514,7482,72295,1.1382898390670102,False
firm_did,GAS_SPIKE_2001,gas,national,pre_energy_share_z,nonop_sales_share,,3,0,0,0.0,0.0,-0.21552128133737647,-0.942972469811583,0.942972469811583,0.33772481046363234,0.8143785182287901,-1.0,0.6666666666666666,7996,0,72295,1.138152901572458,False
firm_did,GAS_SPIKE_2001,gas,national,pre_gas_any,nonop_sales_share,,3,0,0,0.0,0.0,-1.0180549278752395,-0.941491597133887,0.941491597133887,0.3367019800293938,0.4937271336470479,-1.0,0.6666666666666666,111,7885,72295,1.1374124652336102,False
firm_did,GAS_SPIKE_2001,gas,national,pre_oilgas_any,nonop_sales_share,,3,0,0,0.0,0.0,-0.8011379046157098,-0.9412182237448545,0.9412182237448545,0.33970247323459013,0.42232467704568055,-1.0,0.6666666666666666,340,7656,72295,1.137275778539094,False
firm_did,OIL_COLLAPSE_1986,oil,national,pre_energy_any,n_op_seg,,3,0,0,0.0,0.0,0.008051601261951962,0.27446953564958065,0.27446953564958065,0.7814433367121616,0.8344657090520704,1.0,1.0,798,5454,56539,1.1372347678247903,False
firm_did,SO2_ALLOWANCE_1995,carbon,national,pre_energy_any,nonop_sales_share,,3,0,0,0.0,0.0,-0.0013513147538375505,-0.9353659651195538,0.9353659651195538,0.33107133179923376,0.941122023781122,-1.0,0.6666666666666666,665,7296,71652,1.1343496492264435,False
rsz,SO2_ALLOWANCE_1995,carbon,national,pre_carbon_any,rel_inv,sgrow,6,0,0,0.0,0.0,-0.004258671728395837,-0.5815442904807131,0.5815442904807131,0.20300989759488242,0.9964321039096324,-1.0,0.8333333333333334,724,1343,41226,1.12410547857369,False
firm_did,FERC636_1992,gas,national,pre_oilgas_any,hhi,,3,0,0,0.0,0.0,-0.004853345199108796,-0.5631924522692494,0.898348243767447,0.27113270484633745,0.5733060225426838,-1.0,0.6666666666666666,471,6327,64771,1.1158407885503903,False
rsz,RGGI_2009,carbon,regional,pre_carbon_share_z,rel_inv,l_margin,6,0,0,0.0,0.0,-0.002205288908256298,-0.19986410671367538,0.19986410671367538,0.7168220030862518,0.8764288928126329,-1.0,1.0,511,2137,52626,1.0999320533568377,False
firm_did,SO2_ALLOWANCE_1995,carbon,national,pre_carbon_high25,n_op_seg,,3,0,0,0.0,0.0,-0.020554144959242487,-0.8541646276764854,0.8541646276764854,0.24232057658947292,0.7450409018394712,-1.0,0.6666666666666666,1554,6422,71654,1.0937489805049094,False
rsz,GAS_SPIKE_2001,gas,national,pre_oilgas_any,rel_inv,l_margin,6,0,0,0.0,0.0,-0.008660941870768447,-0.5181179899217307,0.5181179899217307,0.4931535588583742,0.9675792149420996,-1.0,0.8333333333333334,201,3162,54099,1.0923923282941987,False
rsz,FERC636_1992,gas,national,pre_gas_any,rel_inv,sgrow,6,0,0,0.0,0.0,0.019376459279785468,0.8425834621652676,0.8425834621652676,0.2406541485255813,0.9505762048773732,1.0,0.6666666666666666,112,1880,41970,1.0879583977493004,False
firm_did,GAS_SPIKE_2001,gas,national,pre_energy_share_z,hhi,,3,0,0,0.0,0.0,0.0016657471454330237,0.7400552739941,0.7894993766124018,0.3186693469357764,0.45926919989328496,1.0,0.6666666666666666,7903,0,71277,1.0614163549728675,False
firm_did,RGGI_2009,carbon,regional,pre_carbon_any,log_nseg,,3,0,0,0.0,0.0,0.040547273308310136,0.7811773046035799,0.7892644583508254,0.35876802802718677,0.4348352861108631,1.0,0.6666666666666666,17,331,3790,1.0612988958420793,False
firm_did,SO2_ALLOWANCE_1995,carbon,national,pre_carbon_share_z,log_nseg,,3,0,0,0.0,0.0,-0.0012516820894511028,-0.4953748262211428,0.788456416604923,0.35179092090810915,0.620337271406457,-1.0,0.6666666666666666,7976,0,71654,1.060894874969128,False
firm_did,RGGI_2009,carbon,regional,pre_electric_any,multi_seg,,3,0,0,0.0,0.0,-0.10894614101012917,-0.7805652993159331,0.7805652993159331,0.2614617012514737,0.7289297883595967,-1.0,0.6666666666666666,2,346,3790,1.056949316324633,False
rsz,CARBON_STACK_2009_2013,carbon,stacked_regional,pre_carbon_share_z,rel_inv,l_margin,6,0,0,0.0,0.0,-0.002904521838820681,-0.4272550605806741,0.4272550605806741,0.6519757449147225,0.9793626992169733,-1.0,0.8333333333333334,673,2475,89941,1.0469608636236705,False
rsz,CARBON_STACK_2009_2013,carbon,stacked_regional,pre_carbon_share_z,rel_inv,sgrow,6,0,0,0.0,0.0,0.0020921669159213877,0.7246286609514614,0.7246286609514614,0.12406829297958999,0.8637407380957391,1.0,0.6666666666666666,673,2475,89941,1.0289809971423973,False
rsz,OIL_COLLAPSE_1986,oil,national,pre_oilgas_any,rel_inv,l_margin,6,0,0,0.0,0.0,0.010342537475018157,0.7011717374561277,0.7011717374561277,0.2320837418257935,0.8896638580179406,1.0,0.6666666666666666,394,2081,49444,1.0172525353947304,False
rsz,CA_CARBON_2013,carbon,regional,pre_carbon_high25,rel_inv,sgrow,6,0,0,0.0,0.0,0.014458124754863447,0.6841591988348142,0.6841591988348142,0.4253465419797817,0.6910712281677436,1.0,0.6666666666666666,17,2203,45314,1.0087462660840738,False
rsz,GAS_SPIKE_2001,gas,national,energy_segment,rel_inv,sgrow,6,0,0,0.0,0.0,0.005071868788443255,0.6696902275989182,0.6696902275989182,0.44475445189268914,0.9531998337066718,1.0,0.6666666666666666,376,3244,54099,1.0015117804661258,False
rsz,CA_CARBON_2013,carbon,regional,carbon_segment,rel_inv,sgrow,6,0,0,0.0,0.0,0.008662189053840055,0.5663189788899079,0.6591967384884792,0.4935290523771423,0.5811910110593554,1.0,0.6666666666666666,24,2210,45314,0.9962650359109062,False
firm_did,NATGAS_1990,gas,national,pre_gas_any,log_nseg,,3,0,0,0.0,0.0,0.008191744895671283,0.4534584723320785,0.6574065348024234,0.2586492807596825,0.6502203966738667,1.0,0.6666666666666666,162,6403,62601,0.9953699340678783,False
firm_did,RGGI_2009,carbon,regional,pre_carbon_share_z,n_op_seg,,3,0,0,0.0,0.0,0.0453985755378284,0.6463535836274288,0.6463535836274288,0.3138065214347949,0.5753971747711071,1.0,0.6666666666666666,88,260,3790,0.989843458480381,False
rsz,EU_ETS_2005,carbon,national,carbon_segment,rel_inv,sgrow,6,0,0,0.0,0.0,-0.001512088425331391,-0.30894506138805466,0.30894506138805466,0.521341984516682,0.8980018875008864,-1.0,0.8333333333333334,785,2780,59404,0.9878058640273607,False
rsz,CARBON_STACK_2009_2013,carbon,stacked_regional,carbon_segment,rel_inv,sgrow,6,0,0,0.0,0.0,-0.0009734413867019034,-0.1510595214818516,0.6157876076685682,0.16129337583137104,0.9389977289619706,-1.0,0.6666666666666666,134,2969,89941,0.9745604705009507,False
firm_did,RGGI_2009,carbon,regional,pre_energy_any,log_nseg,,3,0,0,0.0,0.0,0.012886826441158435,0.10841611855923944,0.6152561351506122,0.5216993774627374,0.91368173866669,1.0,0.6666666666666666,5,343,3790,0.9742947342419728,False
firm_did,RGGI_2009,carbon,regional,pre_energy_any,n_op_seg,,3,0,0,0.0,0.0,0.034864504925381096,0.10616353825530102,0.5991786643859321,0.445146517731172,0.9154683838839337,1.0,0.6666666666666666,5,343,3790,0.9662559988596326,False
firm_did,WTI_1983,oil,national,pre_energy_any,hhi,,3,0,0,0.0,0.0,0.0037077019964106986,0.5934190777322954,0.5934190777322954,0.34288979050858326,0.9749508009942323,1.0,0.6666666666666666,854,4808,52394,0.9633762055328143,False
rsz,CARBON_STACK_2009_2013,carbon,stacked_regional,pre_electric_any,rel_inv,sgrow,6,0,0,0.0,0.0,-0.004538472113772445,-0.5914532456717632,0.5914532456717632,0.20980140446788664,0.9890482149341233,-1.0,0.6666666666666666,35,2992,89941,0.9623932895025482,False
rsz,RGGI_2009,carbon,regional,carbon_segment,rel_inv,sgrow,6,0,0,0.0,0.0,-0.0032495506600270663,-0.42823758464313877,0.5653196996576091,0.173539847988478,0.6698062466010559,-1.0,0.6666666666666666,110,2597,52626,0.9493265164954712,False
firm_did,RGGI_2009,carbon,regional,pre_carbon_high25,log_nseg,,3,0,0,0.0,0.0,0.011625923027749905,0.23754736220545464,0.5530328190829166,0.2077823646120398,0.8122410545255114,1.0,0.6666666666666666,15,333,3790,0.9431830762081249,False
rsz,SO2_ALLOWANCE_1995,carbon,national,pre_electric_any,rel_inv,sgrow,6,0,0,0.0,0.0,0.0010890813469840764,0.07627523895019833,0.19920506486565803,0.3978305783347882,0.9744750642842461,1.0,0.8333333333333334,142,1925,41226,0.9329358657661624,False
firm_did,RGGI_2009,carbon,regional,pre_carbon_any,nonop_sales_share,,3,0,0,0.0,0.0,-0.0006711010127258735,-0.5172049084349857,0.5172049084349857,0.18708357245955654,0.8281275308631886,-1.0,0.6666666666666666,17,331,3789,0.9252691208841595,False
rsz,CARBON_STACK_2009_2013,carbon,stacked_regional,pre_energy_any,rel_inv,l_margin,6,0,0,0.0,0.0,0.013692075203200251,0.5132903283225773,0.5132903283225773,0.11182258493446429,0.8657584885498548,1.0,0.6666666666666666,41,2989,89941,0.9233118308279553,False
rsz,CA_CARBON_2013,carbon,regional,pre_carbon_share_z,rel_inv,l_margin,6,0,0,0.0,0.0,-0.012350223005928562,-0.5116938854517704,0.5116938854517704,0.5360184917273043,0.9865051407861585,-1.0,0.6666666666666666,162,2058,45314,0.9225136093925519,False
firm_did,NATGAS_1990,gas,national,pre_gas_any,n_op_seg,,3,0,0,0.0,0.0,0.03262347823124613,0.48876134215179756,0.48876134215179756,0.28953990251236106,0.6683847136245169,1.0,0.6666666666666666,162,6403,62601,0.9110473377425654,False
firm_did,RGGI_2009,carbon,regional,pre_carbon_share_z,hhi,,3,0,0,0.0,0.0,0.0013477651595959178,0.0875981007341618,0.48598401798158186,0.5267334099030523,0.9301993725157294,1.0,0.6666666666666666,87,257,3738,0.9096586756574576,False
rsz,FERC636_1992,gas,national,oilgas_segment,rel_inv,l_margin,6,0,0,0.0,0.0,-0.003021739449977994,-0.1495822967673742,0.1495822967673742,0.35054058228914364,0.9984672093720097,-1.0,0.8333333333333334,253,1961,41970,0.9081244817170204,False
firm_did,NATGAS_1990,gas,national,pre_energy_share_z,nonop_sales_share,,3,0,0,0.0,0.0,0.0006999353259653064,0.4720589829666864,0.4720589829666864,0.5368613175786765,0.8010144796096634,1.0,0.6666666666666666,6565,0,62599,0.9026961581500098,False
firm_did,NATGAS_1990,gas,national,pre_gas_any,nonop_sales_share,,3,0,0,0.0,0.0,0.0018599485090963945,0.4652653748503854,0.4652653748503854,0.6019695252353419,0.7789600944468487,1.0,0.6666666666666666,162,6403,62599,0.8992993540918593,False
firm_did,GAS_SPIKE_2001,gas,national,pre_gas_any,n_op_seg,,3,0,0,0.0,0.0,-0.05587138663166182,-0.46519598318781646,0.46519598318781646,0.26230043336351794,0.9674443543330873,-1.0,0.6666666666666666,111,7885,72297,0.8992646582605749,False
rsz,SO2_ALLOWANCE_1995,carbon,national,carbon_segment,rel_inv,sgrow,6,0,0,0.0,0.0,-0.0036599197334827058,-0.46495565769192676,0.46495565769192676,0.37301173768306106,0.8811731634484379,-1.0,0.6666666666666666,734,1853,41226,0.89914449551263,False
firm_did,RGGI_2009,carbon,regional,pre_carbon_share_z,log_nseg,,3,0,0,0.0,0.0,0.007198559371987102,0.3571560634682732,0.46017388648383367,0.44137371135369174,0.7209887184702461,1.0,0.6666666666666666,88,260,3790,0.8967536099085834,False
rsz,RGGI_2009,carbon,regional,pre_carbon_any,rel_inv,l_margin,6,0,0,0.0,0.0,0.008868828638670116,0.4459857572327658,0.4459857572327658,0.2782336994667345,0.8748805677823657,1.0,0.6666666666666666,107,2541,52626,0.8896595452830496,False
firm_did,SO2_ALLOWANCE_1995,carbon,national,pre_energy_any,n_op_seg,,3,0,0,0.0,0.0,0.00487853749346192,0.12198587686240521,0.44418716701872074,0.6234352566084465,0.9029105885008946,1.0,0.6666666666666666,665,7296,71654,0.888760250176027,False
rsz,EU_ETS_2005,carbon,national,pre_carbon_any,rel_inv,sgrow,6,0,0,0.0,0.0,0.0021395414697268755,0.4418369919378111,0.4418369919378111,0.13875321004951013,0.9566122297814876,1.0,0.6666666666666666,780,2328,59404,0.8875851626355722,False
rsz,RGGI_2009,carbon,regional,pre_carbon_high25,rel_inv,l_margin,6,0,0,0.0,0.0,0.004857575880972921,0.38496274368954,0.4128643868315001,0.6521820436333836,0.736364302330101,1.0,0.6666666666666666,94,2554,52626,0.8730988600824167,False
firm_did,WTI_1983,oil,national,pre_energy_any,n_op_seg,,3,0,0,0.0,0.0,0.015124929820321835,0.41216059480644257,0.41216059480644257,0.385474687594173,0.8640188329115719,1.0,0.6666666666666666,854,4816,52538,0.8727469640698879,False
rsz,NATGAS_1990,gas,national,pre_energy_share_z,rel_inv,l_margin,6,0,0,0.0,0.0,-0.0016108297767041511,-0.4062979968922248,0.4072729509508518,0.30110244419916654,0.8384080297353864,-1.0,0.6666666666666666,2174,0,43755,0.8703031421420926,False
firm_did,FERC636_1992,gas,national,pre_energy_any,multi_seg,,3,0,0,0.0,0.0,-0.004511886870696677,-0.3982482626177936,0.3982482626177936,0.5681395444091542,0.92091754342813,-1.0,0.6666666666666666,675,6164,65368,0.8657907979755635,False
firm_did,OIL_COLLAPSE_1986,oil,national,pre_oilgas_any,hhi,,3,0,0,0.0,0.0,-0.002855851749289594,-0.3395664259269026,0.3969300113728198,0.14756825789234673,0.7341844927435877,-1.0,0.6666666666666666,611,5624,56237,0.8651316723530765,False
firm_did,RGGI_2009,carbon,regional,pre_carbon_high25,nonop_sales_share,,3,0,0,0.0,0.0,-0.0005003404369697113,-0.3887728887937394,0.3887728887937394,0.2583658488721732,0.8408393402682206,-1.0,0.6666666666666666,15,333,3789,0.8610531110635363,False
firm_did,RGGI_2009,carbon,regional,pre_electric_any,nonop_sales_share,,3,0,0,0.0,0.0,-0.0005358946839564203,-0.3541728936536232,0.3541728936536232,0.17195018854337651,0.9822250512879864,-1.0,0.6666666666666666,2,346,3789,0.8437531134934783,False
rsz,GAS_SPIKE_2001,gas,national,pre_oilgas_any,rel_inv,sgrow,6,0,0,0.0,0.0,0.0005512127062766841,0.06168953769600903,0.3466424941708205,0.5143981387043386,0.9573870490245677,1.0,0.6666666666666666,201,3162,54099,0.8399879137520769,False
rsz,RGGI_2009,carbon,regional,pre_electric_any,rel_inv,l_margin,6,0,0,0.0,0.0,0.008568177129898862,0.3275465179464867,0.3275465179464867,0.40948117061397826,0.8971223836672224,1.0,0.6666666666666666,31,2617,52626,0.83043992563991,False
rsz,RGGI_2009,carbon,regional,pre_energy_any,rel_inv,l_margin,6,0,0,0.0,0.0,0.008105177395844853,0.3198611371344417,0.3198611371344417,0.4980413414059055,0.8337666290625565,1.0,0.6666666666666666,34,2614,52626,0.8265972352338875,False
rsz,OIL_COLLAPSE_1986,oil,national,pre_energy_any,rel_inv,sgrow,6,0,0,0.0,0.0,-0.0010078749241249918,-0.09723394731654489,0.3176726071457899,0.4748306722049258,0.9369094098815522,-1.0,0.6666666666666666,466,2009,49444,0.8255029702395615,False
firm_did,NATGAS_1990,gas,national,pre_energy_any,nonop_sales_share,,3,0,0,0.0,0.0,0.0012113067514443012,0.30799657373774286,0.30799657373774286,0.7533147642894846,0.8486272417459002,1.0,0.6666666666666666,730,5792,62599,0.820664953535538,False
rsz,CA_CARBON_2013,carbon,regional,pre_carbon_share_z,rel_inv,sgrow,6,0,0,0.0,0.0,-0.0035493347613688034,-0.29509469244186703,0.29509469244186703,0.5185079632914134,0.8524003445642507,-1.0,0.6666666666666666,162,2058,45314,0.8142140128876001,False
firm_did,RGGI_2009,carbon,regional,pre_carbon_share_z,multi_seg,,3,0,0,0.0,0.0,-0.0020242065033123746,-0.1261732571153498,0.2751124927928166,0.6020874142443979,0.8995994052209089,-1.0,0.6666666666666666,88,260,3790,0.8042229130630749,False
rsz,GAS_SPIKE_2001,gas,national,pre_energy_any,rel_inv,sgrow,6,0,0,0.0,0.0,0.00015776453430215554,0.022486787868717287,0.2742473952061001,0.4077384423758317,0.9935078620747171,1.0,0.6666666666666666,335,3028,54099,0.8037903642697166,False
rsz,NATGAS_1990,gas,national,pre_gas_any,rel_inv,sgrow,6,0,0,0.0,0.0,-0.0045250409519274025,-0.2664295056636574,0.2664295056636574,0.5642580525836696,0.9130076009055654,-1.0,0.6666666666666666,124,2050,43755,0.7998814194984953,False
firm_did,FERC636_1992,gas,national,pre_energy_any,log_nseg,,3,0,0,0.0,0.0,-0.0021170917518365806,-0.252970095350112,0.252970095350112,0.46196121618525776,0.9776267184282998,-1.0,0.6666666666666666,675,6164,65368,0.7931517143417226,False
rsz,OIL_COLLAPSE_1986,oil,national,pre_oilgas_any,rel_inv,sgrow,6,0,0,0.0,0.0,-0.0003977050637084655,-0.03657988632338732,0.24029842676637403,0.4140405953275077,0.971124767082097,-1.0,0.6666666666666666,394,2081,49444,0.7868158800498537,False
rsz,OIL_COLLAPSE_1986,oil,national,pre_oilgas_share_z,rel_inv,l_margin,6,0,0,0.0,0.0,-0.0011327161128587503,-0.19191098028636586,0.23021243705626082,0.6510187656885924,0.8727471851446582,-1.0,0.6666666666666666,2475,0,49444,0.781772885194797,False
firm_did,SO2_ALLOWANCE_1995,carbon,national,pre_carbon_any,nonop_sales_share,,3,0,0,0.0,0.0,-0.0003162474323526422,-0.2244630171684172,0.2244630171684172,0.6671430904327558,0.9006522955414726,-1.0,0.6666666666666666,1674,6224,71652,0.7788981752508752,False
rsz,WTI_1983,oil,national,pre_oilgas_any,rel_inv,l_margin,6,0,0,0.0,0.0,0.0006522799962980205,0.029815928623157933,0.21821754793195575,0.39067003403982437,0.9911387068604118,1.0,0.6666666666666666,392,2249,54023,0.7757754406326445,False
rsz,CARBON_STACK_2009_2013,carbon,stacked_regional,pre_electric_any,rel_inv,l_margin,6,0,0,0.0,0.0,0.0055937608055523225,0.20690069781468398,0.20690069781468398,0.2516791677816492,0.9296940075112365,1.0,0.6666666666666666,35,2992,89941,0.7701170155740086,False
rsz,NATGAS_1990,gas,national,gas_segment,rel_inv,l_margin,6,0,0,0.0,0.0,0.0031278447701885174,0.16599331932659925,0.19294275113348827,0.5355459346572733,0.9291342954158437,1.0,0.6666666666666666,123,2173,43755,0.7631380422334108,False
firm_did,SO2_ALLOWANCE_1995,carbon,national,pre_carbon_high25,nonop_sales_share,,3,0,0,0.0,0.0,-3.193918789042355e-05,-0.022229623054579355,0.18860531685054144,0.7496463820128396,0.982264892882871,-1.0,0.6666666666666666,1554,6422,71652,0.7609693250919374,False
firm_did,RGGI_2009,carbon,regional,pre_energy_any,multi_seg,,3,0,0,0.0,0.0,0.02196839393502127,0.14589380439965569,0.16474188040507193,0.818946421460879,0.884027019245992,1.0,0.6666666666666666,5,343,3790,0.7490376068692026,False
rsz,GAS_SPIKE_2001,gas,national,gas_segment,rel_inv,sgrow,6,0,0,0.0,0.0,-0.0011285117304844616,-0.07786286890345155,0.16361055266308805,0.7499084845575885,0.9449302934370722,-1.0,0.6666666666666666,119,3359,54099,0.7484719429982106,False
firm_did,NATGAS_1990,gas,national,pre_oilgas_any,nonop_sales_share,,3,0,0,0.0,0.0,0.00024134234009725076,0.06173231381712891,0.1383806196246696,0.8190180200872859,0.9507761759718685,1.0,0.6666666666666666,526,5988,62599,0.7358569764790014,False
firm_did,NATGAS_1990,gas,national,pre_energy_any,n_op_seg,,3,0,0,0.0,0.0,-0.0024107849831133473,-0.08682133378753824,0.1082936504741142,0.8733044252038806,0.9308140130268239,-1.0,0.6666666666666666,730,5792,62601,0.7208134919037237,False
firm_did,OIL_COLLAPSE_1986,oil,national,pre_oilgas_any,multi_seg,,3,0,0,0.0,0.0,0.0001554516867163946,0.011627394594268597,0.06115018537746556,0.802534185394254,0.9907229612335737,1.0,0.6666666666666666,611,5637,56539,0.6972417593553994,False
firm_did,SO2_ALLOWANCE_1995,carbon,national,pre_carbon_share_z,nonop_sales_share,,3,0,0,0.0,0.0,-1.5686022773118246e-05,-0.025249980232151345,0.05863737323398072,0.692151195083492,0.9798556503522664,-1.0,0.6666666666666666,7976,0,71652,0.695985353283657,False
rsz,OIL_COLLAPSE_1986,oil,national,pre_energy_any,rel_inv,l_margin,6,0,0,0.0,0.0,0.0012743846599754945,0.09174350822701718,0.3334381721052128,0.3968051037349387,0.9681545043527602,-1.0,0.5,466,2009,49444,0.6667190860526064,False
rsz,WTI_1983,oil,national,oilgas_segment,rel_inv,sgrow,6,0,0,0.0,0.0,0.00047347803460307637,0.019234040803135018,0.09497089552270274,0.7457316762518402,0.9633096988705501,1.0,0.5,401,2589,54023,0.5474854477613513,False
